"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1927018700156092807","Mon May 26 15:07:15 +0000 2025","0","Seorang wali murid asal Bekasi Adhel Setiawan melaporkan Gubernur Jawa Barat Dedi Mulyadi ke Komnas HAM atas kebijakan mengirim siswa bermasalah ke barak militer. Adhel menilai kebijakan tersebut melanggar hak asasi manusia tidak sesuai dengan tujuan pendidikan internasiona https://t.co/avw644Zwh2","1927018700156092807","https://pbs.twimg.com/media/Gr4lS8EX0AAY8Lz.jpg","","in","","0","0","0","https://x.com/undefined/status/1927018700156092807","1426835703418163203",
"1927006216212877536","Mon May 26 14:17:38 +0000 2025","0","pak dedi mulyadi tolong ini dimasukkin ke barak karena udah nyolong 17.015.888.428 billion di map grow a garden di roblok pak parah banget pak","1927006216212877536","","","in","","0","0","0","https://x.com/undefined/status/1927006216212877536","1808505261461741568",
"1926995907586723995","Mon May 26 13:55:10 +0000 2025","0","@shanctuarys Itu kalau si halimah gak berenti yapping nya masukkin aja barak militer dedi mulyadi stress anjir","1927000563389997524","","shanctuarys","in","","0","0","0","https://x.com/undefined/status/1927000563389997524","1225195321145192449",
"1926984226269790352","Mon May 26 13:35:54 +0000 2025","0","@ciinta jadi hmmmzh biar beda mnding kosple dedi mulyadibarakk woe barakmsukin perusuh linkon ke barak","1926995711733711182","","ciinta","in","","0","1","0","https://x.com/undefined/status/1926995711733711182","1856731867271299072",
"1926987849204634035","Mon May 26 13:04:39 +0000 2025","0","KPAI luar biasa !! akan bertanggung-jawab ngurus kenakalan parah anak2 bila KDM berhenti mengirim siswa ke Barak Militer Pemprov Jawa Barat DPRD Provinsi Jawa Barat Kang Dedi Mulyadi Pikiran Rakyat DPR RI PGRI https://t.co/rkK1xh3Vkr","1926987849204634035","","","in","","0","0","0","https://x.com/undefined/status/1926987849204634035","1200227108565340161",
"1926986807687729223","Mon May 26 13:00:31 +0000 2025","0","Komisi Perlindungan Anak Indonesia (KPAI) meminta Gubernur Jawa Barat (Jabar) Dedi Mulyadi menghentikan sementara program pengiriman siswa ke barak militer. Hal itu berdasarkan hasil pengawasan KPAI. Hasil pengawasan kita itu pertama agar program ini untuk sementara dihentikan https://t.co/fbOYH9F5Ax","1926986807687729223","https://pbs.twimg.com/media/Gr39W0RXcAA8m5g.jpg","","in","","0","0","0","https://x.com/undefined/status/1926986807687729223","231355136",
"1926966065046630846","Mon May 26 12:51:48 +0000 2025","0","@dewjtee @.kang dedi mulyadi pls ini masupin ke barak aja ketikannya gabisa dijaga","1926984613160722675","","dewjtee","in","","0","0","0","https://x.com/undefined/status/1926984613160722675","1849395063035682816",
"1926979135982690602","Mon May 26 12:30:02 +0000 2025","1","Komisi Perlindungan Anak Indonesia (KPAI) meminta Gubernur Jawa Barat (Jabar) Dedi Mulyadi menghentikan sementara program pengiriman siswa ke barak militer. Hal itu berdasarkan hasil pengawasan KPAI. Hasil pengawasan kita itu pertama agar program ini untuk sementara dihentikan https://t.co/m09BcHUh1b","1926979135982690602","https://pbs.twimg.com/media/Gr36w6WXgAAGdnM.jpg","","in","","0","0","0","https://x.com/undefined/status/1926979135982690602","231355136",
"1926976411715150295","Mon May 26 12:19:12 +0000 2025","0","Langkah Gubernur Jawa Barat Dedi Mulyadi mengirim siswa nakal ke barak militer nyatanya tak berjalan mulus justru menimbulkan kontroversi. #Polhuk #Kompas60 https://t.co/Zrm25AYaCc","1926976411715150295","","","in","","0","0","0","https://x.com/undefined/status/1926976411715150295","771030588",
"1926975583113634125","Mon May 26 12:15:55 +0000 2025","1","Langkah Gubernur Jawa Barat Dedi Mulyadi mengirim siswa nakal ke barak militer nyatanya tak berjalan mulus justru menimbulkan kontroversi. #VideoBerita #Kompas60 https://t.co/SyU3NEurp5","1926975583113634125","","","in","","0","0","0","https://x.com/undefined/status/1926975583113634125","255866913",
"1926975222030246027","Mon May 26 12:14:29 +0000 2025","1","Langkah Gubernur Jawa Barat Dedi Mulyadi mengirim siswa nakal ke barak militer nyatanya tak berjalan mulus justru menimbulkan kontroversi. #Polhuk #Kompas60 https://t.co/Cfc18RSVxW","1926975222030246027","","","in","","0","0","1","https://x.com/undefined/status/1926975222030246027","255866913",
"1926967838239039671","Mon May 26 11:45:08 +0000 2025","0","BETULSEMUA KARYAWAN BANK HARUS DISERTAKAN=BER MENTAL PAHLAWANIngin Berhasil Gubernur Jawa Barat Perintahkan Karyawan Bank BJB Masuk Barak Militer Dedi Mulyadi: Serius Saya Ini Engga Main-main Sumber: Radar Bogor https://t.co/klDP28Xvyc Dibagikan melalui Aplikasi Google","1926967838239039671","","","in","","0","0","0","https://x.com/undefined/status/1926967838239039671","1565278686555013121",
"1926967033121456420","Mon May 26 11:41:56 +0000 2025","1","Baguus sekali !Semua KARYAWAN BANK HARUS MASUK BARAK MILITER ! Ingin Berhasil Gubernur Jawa Barat Perintahkan Karyawan Bank BJB Masuk Barak Militer Dedi Mulyadi: Serius Saya Ini Engga Main-main Sumber: Radar Bogor https://t.co/klDP28Xvyc Dibagikan melalui Aplikasi Google","1926967033121456420","","","in","","0","0","1","https://x.com/undefined/status/1926967033121456420","1565278686555013121",
"1926962926532907328","Mon May 26 11:25:37 +0000 2025","0","Wakil Presiden Gibran Rakabuming Raka @gibran_tweet menyinggung program Gubernur Jawa Barat Dedi Mulyadi @DediMulyadi71 yang mengirim pelajar nakal ke barak militer saat berpidato dalam acara penutupan Muktamar Persatuan Umat Islam di Medan Kamis (15/5/2025). https://t.co/QtYYAVd9d1","1926962926532907328","https://pbs.twimg.com/ext_tw_video_thumb/1926962859696623616/pu/img/CJrFpCqtIN419Qrx.jpg","","in","","0","0","0","https://x.com/undefined/status/1926962926532907328","1580935015076020225",
"1926959056486268932","Mon May 26 11:10:14 +0000 2025","1","maycecelia tarigan: lu kalo dedi mulyadi liat lu ngelopekin bibir mulu dimasukin ke barak lu gue: ih bangsat lucu banget gua ngetweet ah LUCU","1926959056486268932","","","in","","0","0","0","https://x.com/undefined/status/1926959056486268932","1818305969438515200",
"1926958089791488199","Mon May 26 11:06:24 +0000 2025","55","Ya Udah Kirim Ke KPAI Saja Gemana? Melarang Harus Memberikan Solusi Dong! KPAI Minta Program Anak Nakal Dikirim ke Barak Dihentikan Sementara Wakil Ketua Komisi Perlindungan Anak Indonesia (KPAI) Jasra Putra meminta kebijakan Gubernur Jawa Barat Dedi Mulyadi terkait https://t.co/j6dxnB7l0H","1926958089791488199","https://pbs.twimg.com/media/Gr3uK2MWoAA-ex5.jpg","","in","","5","32","11","https://x.com/undefined/status/1926958089791488199","1875086359578472450",
"1926957348406395320","Mon May 26 11:03:27 +0000 2025","2","Wakil Ketua Komisi Perlindungan Anak Indonesia (KPAI) Jasra Putra mendesak Gubernur Jawa Barat Dedi Mulyadi menghentikan program mengirimkan siswa bermasalah ke barak militer. Permintaan KPAI tersebut berdasarkan hasil pengawasan yang dilakukan oleh KPAI terkait program https://t.co/xKBmEdmus6","1926957348406395320","https://pbs.twimg.com/media/Gr3teciXYAA5MPu.jpg","","in","","0","3","2","https://x.com/undefined/status/1926957348406395320","47596019",
"1926926095204438304","Mon May 26 10:47:18 +0000 2025","0","@noonajuicy aku kira km abis dikirim ke barak sm dedi mulyadi","1926953281881854030","","noonajuicy","in","","0","1","0","https://x.com/undefined/status/1926953281881854030","1659627445614710785",
"1926934401964814503","Mon May 26 09:32:16 +0000 2025","0","Gubernur Jawa Barat Dedi Mulyadi mengomentari perusakan rumput Gelora Bandung Lautan Api (GBLA). Ia akan mempidanakan atau memasukkan pelaku ke barak militer. Lewat akun Instagram-nya Dedi Mulyadi mengunggah video sejumlah bobotoh mencongkel rumput GBLA dalam pesta juara https://t.co/WE8goFvTb3","1926934401964814503","https://pbs.twimg.com/media/Gr3YnvoXkAAjF4u.jpg","","in","","0","0","0","https://x.com/undefined/status/1926934401964814503","46693036",
"1926931880051384514","Mon May 26 09:22:15 +0000 2025","6","Gubernur Jawa Barat Dedi Mulyadi Serahkan Bonus Rp1 Miliar untuk Persib Adam Alis: Jangan Bawa Saya ke Barak https://t.co/JC8zR55FCD","1926931880051384514","","","in","","1","0","0","https://x.com/undefined/status/1926931880051384514","150589950",
"1926930850521788894","Mon May 26 09:18:10 +0000 2025","0","KPAI Desak Dedi Mulyadi Setop Pengiriman Siswa ke Barak Militer https://t.co/p5X1kYCMfR","1926930850521788894","","","in","","0","0","0","https://x.com/undefined/status/1926930850521788894","1899398008418217984",
"1926927760846446709","Mon May 26 09:05:53 +0000 2025","1","Dedi Mulyadi Siap Kirim Bobotoh Pencuri Rumput GBLA ke Barak Militer https://t.co/k9T7F9Madz","1926927760846446709","","","in","","0","0","1","https://x.com/undefined/status/1926927760846446709","1318853792893300737",
"1926919807925907854","Mon May 26 08:34:17 +0000 2025","0","Hellooo530 masuk barak militer dedi mulyadi","1926919807925907854","","","in","","0","0","0","https://x.com/undefined/status/1926919807925907854","77696482",
"1926919543466725510","Mon May 26 08:33:14 +0000 2025","204","Komisi Perlindungan Anak Indonesia (KPAI) mendesak Gubernur Jawa Barat Dedi Mulyadi untuk menghentikan program pengiriman siswa bermasalah ke barak militer. | #KPAI #BarakMiliter #DediMulyadi https://t.co/KrrgaOeyPL","1926919543466725510","","","in","","12","62","36","https://x.com/undefined/status/1926919543466725510","23343960",
"1926908436320563502","Mon May 26 07:49:06 +0000 2025","3","Rumput dan fasilitas Stadion GBLA rusak parah usai kemenangan Persib di final Liga 1 2024/2025. Gubernur Jabar Dedi Mulyadi menyindir keras lewat video menyebut proses pidana atau barak militer sebagai solusi bagi perusak #bobotoh https://t.co/emnyzI6e32","1926908436320563502","https://pbs.twimg.com/amplify_video_thumb/1926908265809559552/img/aa4k57fL0mWNGGk3.jpg","","in","","1","0","0","https://x.com/undefined/status/1926908436320563502","3177962862",
"1926902535173951896","Mon May 26 07:25:39 +0000 2025","1","UI besok ada Dedi Mulyadi ngeri dimasukin ke barak","1926902535173951896","","","in","","0","0","0","https://x.com/undefined/status/1926902535173951896","1858549732668538881",
"1926898567651692687","Mon May 26 07:09:53 +0000 2025","2"," Apabila di bawah umur maka barak militer adalah tempat untuk Anda semua dilakukan pembinaan sampai Anda menyadari bahwa tindakan Anda memang salah tegas Dedi Mulyadi. | #Bobotoh #DediMulyadi #BarakMiliter https://t.co/k785LqyJ1H","1926898567651692687","","","in","","0","1","2","https://x.com/undefined/status/1926898567651692687","23343960",
"1926893423526588925","Mon May 26 06:49:26 +0000 2025","0","Rumput Stadion GBLA Rusak Diambil Saat Perayaan Persib Juara Dedi Mulyadi: Proses Pidana Atau Barak Militer? https://t.co/k8kmrwM74L","1926893423526588925","","","in","","0","0","0","https://x.com/undefined/status/1926893423526588925","1828670680118034432",
"1926891100960088541","Mon May 26 06:40:13 +0000 2025","1","Jendral dan tentara pangkat tinggi lainnya yg mencoba mengambil alih kerjaan sipil akan dikirim ke barak oleh Dedi Mulyadi.","1926891100960088541","","","in","","0","0","3","https://x.com/undefined/status/1926891100960088541","48643096",
"1926888717626589340","Mon May 26 06:30:44 +0000 2025","0","Bobotoh Rusak GBLA Dedi Mulyadi Ancam Pidana atau Kirim ke Barak Militer https://t.co/NobJrpu4EX lewat @KanalnewsC @tribunbobotoh @bobotohid #miris","1926888717626589340","","","in","","0","0","0","https://x.com/undefined/status/1926888717626589340","1334483117172670470",
"1926480635834650793","Mon May 26 06:30:25 +0000 2025","0","@SeputarTetangga Coba minta tolong Kang Dedi Mulyadi buat dimasukin barak","1926888638534627446","","SeputarTetangga","in","","0","0","0","https://x.com/undefined/status/1926888638534627446","1689436005781409792",
"1926880396706226628","Mon May 26 05:57:40 +0000 2025","0","Viral Bobotoh Congkel Rumput Lapangan GBLA Usai Persib Juara Dedi Mulyadi: Pidana dan Barak Militer Solusinya https://t.co/MzSUzPw0rM","1926880396706226628","","","in","","0","0","0","https://x.com/undefined/status/1926880396706226628","1374888571048390656",
"1926878848718688725","Mon May 26 05:51:31 +0000 2025","0","Dedi Mulyadi akan kirim recruiter yg tidak fulfill ke barak militer","1926878848718688725","","","in","","0","0","0","https://x.com/undefined/status/1926878848718688725","518331277",
"1926868034255217017","Mon May 26 05:08:33 +0000 2025","0","KPAI Tak Yakin Barak Militer Ubah Anak Jangka Panjang dan Singgung Kajian AS Dedi Mulyadi: Ampuh https://t.co/XtVpQxpaAL via @tribunnews","1926868034255217017","","","in","","0","0","0","https://x.com/undefined/status/1926868034255217017","226039658",
"1926858406649864657","Mon May 26 04:30:18 +0000 2025","1","Stadion GBLA Dirusak KDM: Barak Militer Perusakan rumput dan jaring gawang di stadion Gelora Bandung Lautan Api (GBLA) oleh oknum suporter membuat Gubernur Jawa Barat Dedi Mulyadi kesal. #Persib #Persibjuara #bobotoh #GBLA #GeloraBandungLautanApi #Bandung https://t.co/56iFLlZR3d","1926858406649864657","https://pbs.twimg.com/amplify_video_thumb/1926858270888615936/img/YV-AhbUHDFAFWJMj.jpg","","in","","0","2","0","https://x.com/undefined/status/1926858406649864657","1431093872835235843",
"1926832667426685154","Mon May 26 04:19:41 +0000 2025","0","@kegblgnunfaedh Dediphobia bener banyak disini Anak kecil kalo nakal ngga mau mandi makan sekolah belajar Pasti ayo loh mama masukin ke barak militer pak dedi mulyadi biar disana kamu di marahin","1926855735746461945","","kegblgnunfaedh","in","","0","0","0","https://x.com/undefined/status/1926855735746461945","1798342504703787009",
"1926852274820673825","Mon May 26 04:05:56 +0000 2025","18","Bobotoh Jarah Rumput GBLA saat Persib Juara Dedi Mulyadi ke Para Pelaku: Barak Adalah Tempat Anda! https://t.co/6zCoZH48E4","1926852274820673825","","","in","","0","0","20","https://x.com/undefined/status/1926852274820673825","887743587579944960",
"1926625656223195466","Sun May 25 13:05:47 +0000 2025","0"," Sikap mereka berubah bervisi. Insya Allah mereka nanti IQ-nya di atas 78 kata Dedi. Para peserta didik yang lulus dari pendidikan di barak militer juga diyakini Dedi Mulyadi akan memiliki visi hidup yang lebih jelas","1926625744303603870","","kuatbaca","in","","0","1","0","https://x.com/undefined/status/1926625744303603870","1911926930783580160",
"1926625656223195466","Sun May 25 13:05:26 +0000 2025","0","Dedi Mulyadi mengatakan anak-anak yang sebelumnya dibawa ke barak telah menjadi anak-anak baik. Dedi Mulyadi meyakini anak-anak yang dikirim ke barak TNI setelah lulus akan memiliki IQ di atas 78. https://t.co/OEIQhc8UqW","1926625656223195466","https://pbs.twimg.com/media/Gry_0scWIAAO8C7.jpg","","in","","0","1","0","https://x.com/undefined/status/1926625656223195466","1911926930783580160",
"1926624358786642238","Sun May 25 13:00:16 +0000 2025","0","Selesai Pendidikan di Barak Militer Siswi Ini Lebih Pilih Ikut dengan Dedi Mulyadi Ketimbang Pulang https://t.co/5kycYVVl0d","1926624358786642238","","","in","","0","0","0","https://x.com/undefined/status/1926624358786642238","174631261",
"1926620156156948630","Sun May 25 12:43:34 +0000 2025","0","Kang Dedi Mulyadi Geram Saat Ditanya Wartawan Soal Ini! - KDM Langsung Membantah Tidak Ada Apapun Hal Yang Dilakukan Terhadap Anak Di Barak Militer Yang Ditanyakan Wartawan Tersebut KDM Justru Menilai Bahwa Tinggal Di Barak Justru Lebih Aman Dibandingkan Tinggal Diluar https://t.co/tXxjKyuZs1","1926620156156948630","https://pbs.twimg.com/ext_tw_video_thumb/1926620039525916672/pu/img/jcEpfO9EhGP9n-GB.jpg","","in","","0","0","0","https://x.com/undefined/status/1926620156156948630","2170763288",
"1926609951385854452","Sun May 25 12:03:01 +0000 2025","0","pak dedi mulyadi tolong angkut saya ke barak","1926609951385854452","","","in","","0","0","0","https://x.com/undefined/status/1926609951385854452","1695636951771328512",
"1926609320063438864","Sun May 25 12:00:31 +0000 2025","0","Dedi Mulyadi Sebut Anak-Anak yang Lulus dari Barak TNI IQ-nya di Atas 78! https://t.co/gmS596ApjX","1926609320063438864","","","in","","0","0","0","https://x.com/undefined/status/1926609320063438864","132078023",
"1926599918375862410","Sun May 25 11:23:09 +0000 2025","0","Rocky Gerung Kritik Barak Militer Dedi Mulyadi Hotman Paris: Cuma Omon-Omon! https://t.co/LYQeGUNPE0","1926599918375862410","","","in","","0","0","0","https://x.com/undefined/status/1926599918375862410","263711825",
"1924966909747069389","Sun May 25 10:23:51 +0000 2025","0","@wonter ternyata teropongnya lagi dipinjem kang dedi mulyadi buat di barak. x__x","1926584993339322399","","wonter","in","","0","0","0","https://x.com/undefined/status/1926584993339322399","2259974598",
"1926583906406400215","Sun May 25 10:19:32 +0000 2025","0","Kang Dedi Mulyadi mohon titip yang ini juga bawa dan balikin ke barak","1926583906406400215","","","in","","0","0","0","https://x.com/undefined/status/1926583906406400215","798680998191869952",
"1926558400474669354","Sun May 25 08:38:11 +0000 2025","20","Wakil Menteri Sosial (Wamensos) Agus Jabo Priyono menanggapi kebijakan Gubernur Jawa Barat Dedi Mulyadi yang akan mengirim siswa nakal ke barak militer untuk pembinaan. Menurut Agus kebijakan tersebut merupakan kewenangan daerah dan bukan ranah intervensi Kementerian Sosial https://t.co/F3gewfUhzp","1926558400474669354","https://pbs.twimg.com/amplify_video_thumb/1926558026950909952/img/9bBKsf9_XzfwNwdN.jpg","","in","","0","3","5","https://x.com/undefined/status/1926558400474669354","55507370",
"1926466713186427071","Sun May 25 08:30:56 +0000 2025","0","@eoh_axela @PaijoKhentirrr @FaktaBerita89 @mx00711 @RefublikAteis @Rizieq_Sangean @duniakadrun @kembaracitta Tidak ada bukti bahwa program barak militer KDM di Jawa Barat hanya untuk siswa Muslim. Program ini yang dipimpin oleh Gubernur Dedi Mulyadi menargetkan remaja bermasalah tanpa menyebutkan batasan agama. Konstitusi Indonesia menjamin kebebasan beragama dan Jawa Barat memiliki","1926556577315623325","","eoh_axela","in","","0","0","0","https://x.com/undefined/status/1926556577315623325","1720665183188922368",
"1926553775650554297","Sun May 25 08:19:48 +0000 2025","3","Haedar Dorong Dedi Mulyadi Dialog dengan Mendikdasmen soal Pendidikan Barak https://t.co/hgP9X1LIIk","1926553775650554297","","","in","","0","0","1","https://x.com/undefined/status/1926553775650554297","759692754985242625",
"1926553329238204836","Sun May 25 08:18:01 +0000 2025","1","Kang Dedi Mulyadi Tanggapi Daerah Lain Belum Lakukan Sekolah Barak Militer - KDM Pun Menegaskan Bahwa Itu Terserah Masing-masing Kepada Daerah Karena Anak SD Sampai SMP adalah Tugas Bupati Walikota Pada Intinya KDM Berikan Contoh Dan Berikan Urgensinya https://t.co/ZtG3x5a5oE","1926553329238204836","https://pbs.twimg.com/ext_tw_video_thumb/1926553241522782209/pu/img/L-lALHuGmMTbJbfG.jpg","","in","","0","0","0","https://x.com/undefined/status/1926553329238204836","2170763288",
"1926549602641084898","Sun May 25 08:03:13 +0000 2025","0","7 Pernyataan Dedi Mulyadi soal Pendidikan Barak Militer Program Lanjut Meski Ada yang Minta Setop https://t.co/4VPDtWvPyb lewat @tribunnews #dedimulyadi #jabar #barakmiliter #barak #siswa #gubernur","1926549602641084898","","","in","","0","0","0","https://x.com/undefined/status/1926549602641084898","103551225",
"1926537342421995854","Sun May 25 07:14:30 +0000 2025","0","Berbagai pihak diketahui mengkritik program barak militer ala Gubernur Jawa Barat Dedi Mulyadi. Namun orangtua justru akui ada perubahan pada anak mereka. Siswanya malah ketagihan pengin balik lagi ke sana. Selengkapnya https://t.co/AowzTV9kkV https://t.co/WiSTTyr8U0","1926537342421995854","https://pbs.twimg.com/media/Grxve1WWcAAn-RH.jpg","","in","","0","0","0","https://x.com/undefined/status/1926537342421995854","2188143474",
"1926521579011211529","Sun May 25 06:11:52 +0000 2025","0","Langkah Tegas Kang Dedi Mulyadi Untuk Anak Sekolah Barak Militer TNI - KDM Tidak Melepas Anak-anak Begitu Saja Akan Ada Evaluasi Secara Berkala Setiap 2 Minggu Sekali Datang Ke Sekolah Kebangsaan https://t.co/qRU2mJzXiS","1926521579011211529","https://pbs.twimg.com/ext_tw_video_thumb/1926521472480133120/pu/img/Dg6AbG880yToNUsN.jpg","","in","","0","0","0","https://x.com/undefined/status/1926521579011211529","2170763288",
"1926512181673169396","Sun May 25 05:34:31 +0000 2025","0","semenjak dedi mulyadi menghantui anak kecil yang bandel dibawa ke barak dunia serasa lebih tenang","1926512181673169396","","","in","","0","0","0","https://x.com/undefined/status/1926512181673169396","1117373588397387777",
"1926511844757213595","Sun May 25 05:33:11 +0000 2025","0","udah saatnya rakyat yang kirim dedi mulyadi ke barak ajg","1926511844757213595","","","in","","0","0","0","https://x.com/undefined/status/1926511844757213595","1182654039407976448",
"1926489063760015381","Sun May 25 04:02:39 +0000 2025","0","Skakmat! Hotman Paris Sindir Pedas Rocky Gerung yang Kritik Kebijakan Dedi Mulyadi soal Barak Militer Singgung Omon-omon https://t.co/GUIXA87hIs","1926489063760015381","","","in","","0","0","0","https://x.com/undefined/status/1926489063760015381","262026799",
"1926488394831716756","Sun May 25 04:00:00 +0000 2025","0","Dedi Mulyadi Sebut Anak-Anak yang Lulus dari Barak TNI IQ-nya di Atas 78! https://t.co/gmS596AX9v","1926488394831716756","","","in","","0","0","0","https://x.com/undefined/status/1926488394831716756","132078023",
"1926481298111058182","Sun May 25 03:31:48 +0000 2025","0","Gubernur Jawa Barat Dedi Mulyadi beri jawaban berkelas ke pengamat politik Rocky Gerung usai barak militer ala Sang Gubernur dikritik 'dangkal'. Selengkapnya https://t.co/8UprqjG7wn https://t.co/dQFm0Dn1UQ","1926481298111058182","https://pbs.twimg.com/media/Grw8gkzXkAA-jEP.jpg","","in","","0","0","0","https://x.com/undefined/status/1926481298111058182","2188143474",
"1926479180230779131","Sun May 25 03:23:23 +0000 2025","25","Hotman Paris Bela Dedi Mulyadi Berharap Rocky Gerung Diseret ke Barak Militer https://t.co/JCwkplaNhA","1926479180230779131","","","in","","2","4","21","https://x.com/undefined/status/1926479180230779131","887743587579944960",
"1926369764655411475","Sun May 25 03:17:36 +0000 2025","0","@silucknut udah lah kerja dulu njayyy ntr juga di masukan ke barak sama kang dedi mulyadi elu ","1926477724660461986","","silucknut","in","","0","1","0","https://x.com/undefined/status/1926477724660461986","1821205657510723584",
